"","x"
"13697",147864
"13698",108739
"13699",111503
"13700",105861
"13701",149038
"13702",157609
"13703",157297
"13704",282532
"13705",122563
"13706",312254
"13707",141037
"13708",301259
"13709",309210
"13710",165425
"13711",230787
"13712",110575
"13713",121326
"13714",159611
"13715",154664
"13716",110367
"13717",153299
"13718",118268
"13719",108208
"13720",162870
"13721",155210
"13722",170827
"13723",323187
"13724",158494
"13725",148061
"13726",157119
"13727",307739
"13728",112149
"13729",156661
"13730",146106
"13731",161321
"13732",175361
"13733",157939
"13734",150510
"13735",174036
"13736",288432
"13737",109948
"13738",127888
"13739",147597
"13740",161552
"13741",291979
"13742",119311
"13743",173446
"13744",306616
"13745",109585
"13746",117868
"13747",173046
"13748",116447
"13749",162607
"13750",312544
"13751",109779
"13752",158719
"13753",158797
"13754",151829
"13755",314171
"13756",141335
"13757",156981
"13758",308098
"13759",134854
"13760",159402
"13761",286092
"13762",117980
"13763",166695
"13764",165153
"13765",287834
"13766",172777
"13767",282245
"13768",173867
"13769",284265
"13770",128793
"13771",110577
"13772",152620
"13773",299445
"13774",166311
"13775",105500
"13776",112983
"13777",324536
"13778",147101
"13779",107213
"13780",161274
"13781",106292
"13782",110741
"13783",105190
"13784",105147
"13785",104693
"13786",106286
"13787",110377
"13788",130931
"13789",135520
"13790",156861
"13791",300140
"13792",292413
"13793",116667
"13794",156819
"13795",164123
"13796",132311
"13797",306077
"13798",167814
"13799",131435
"13800",151024
"13801",160651
"13802",169347
"13803",159926
"13804",155088
"13805",106452
"13806",157402
"13807",161512
"13808",111177
"13809",163590
"13810",135316
"13811",169235
"13812",122789
"13813",157354
"13814",109261
"13815",169806
"13816",121180
"13817",315692
"13818",120745
"13819",107710
"13820",316321
"13821",298155
"13822",125147
"13823",285820
"13824",287810
"13825",156988
"13826",305713
"13827",168081
"13828",299318
"13829",305695
"13830",130791
"13831",106747
"13832",146758
"13833",293803
"13834",119854
"13835",104950
"13836",160083
"13837",143848
"13838",159696
"13839",164401
"13840",162781
"13841",316398
"13842",119636
"13843",118035
"13844",108100
"13845",119841
"13846",164577
"13847",156149
"13848",313321
"13849",169422
"13850",121534
"13851",136245
"13852",135173
"13853",155398
"13854",169570
"13855",110267
"13856",143492
"13857",104655
"13858",110258
"13859",106389
"13860",172205
"13861",139173
"13862",285328
"13863",160664
"13864",134526
"13865",285575
"13866",110798
"13867",157380
"13868",169126
"13869",110118
"13870",105524
"13871",106305
"13872",145370
"13873",281736
"13874",15356
"13875",129415
"13876",160892
"13877",145653
"13878",300902
"13879",299217
"13880",154232
"13881",314991
"13882",166631
"13883",277132
"13884",298843
"13885",289909
"13886",161725
"13887",296317
"13888",109673
"13889",306419
"13890",290735
"13891",148229
"13892",170313
"13893",137964
"13894",138175
"13895",137689
"13896",143422
"13897",168132
"13898",308513
"13899",108870
"13900",104781
"13901",118261
"13902",172452
"13903",285478
"13904",135555
"13905",108176
"13906",284014
"13907",299133
"13908",138959
"13909",289116
"13910",119682
"13911",152590
"13912",121631
"13913",113291
"13914",305956
"13915",304568
"13916",281712
"13917",148566
"13918",298209
"13919",152078
"13920",171687
"13921",132753
"13922",114975
"13923",116690
"13924",162512
"13925",112798
"13926",287670
"13927",135635
"13928",125909
"13929",121658
"13930",158671
"13931",111353
"13932",130987
"13933",213515
"13934",161445
"13935",109265
"13936",160559
"13937",107599
"13938",160389
"13939",151100
"13940",162337
"13941",123452
"13942",127213
"13943",146025
"13944",160145
"13945",324199
"13946",21572
"13947",128947
"13948",151978
"13949",110971
"13950",289770
"13951",114465
"13952",305608
"13953",105837
"13954",304748
"13955",108479
"13956",174102
"13957",155678
"13958",156980
"13959",286297
"13960",165004
"13961",157077
"13962",281410
"13963",301152
"13964",307544
"13965",285401
"13966",285804
"13967",166703
"13968",115350
"13969",161038
"13970",132495
"13971",283264
"13972",163519
"13973",155006
"13974",295522
"13975",149624
"13976",152083
"13977",169508
"13978",166871
"13979",157915
"13980",168596
"13981",314316
"13982",312288
"13983",147874
"13984",325757
"13985",173482
"13986",165451
"13987",282351
"13988",292577
"13989",298845
"13990",289197
"13991",157630
"13992",161789
"13993",315273
"13994",161535
"13995",284474
"13996",311878
"13997",134445
"13998",122169
"13999",130920
"14000",154117
"14001",106635
"14002",173306
"14003",130585
"14004",134626
"14005",159895
"14006",127517
"14007",160486
"14008",110650
"14009",125511
"14010",131544
"14011",126092
"14012",137404
"14013",109519
"14014",154344
"14015",106176
"14016",112639
"14017",147824
"14018",115700
"14019",304220
"14020",109868
"14021",148774
"14022",167747
"14023",143421
"14024",115711
"14025",151948
"14026",106293
"14027",295103
"14028",155551
"14029",141435
"14030",159304
"14031",173834
"14032",107569
"14033",155493
"14034",145628
"14035",128939
"14036",302105
"14037",116324
"14038",109001
"14039",292743
"14040",139891
"14041",300381
"14042",159560
"14043",288684
"14044",160750
"14045",167212
"14046",159045
"14047",171581
"14048",286594
"14049",105396
"14050",170010
"14051",226750
"14052",284930
"14053",105403
"14054",37499
"14055",289387
"14056",158023
"14057",288248
"14058",160435
"14059",106758
"14060",159517
"14061",300920
"14062",109962
"14063",157212
"14064",130678
"14065",164648
"14066",106617
"14067",173352
"14068",164085
"14069",304224
"14070",104984
"14071",307090
"14072",157509
"14073",289593
"14074",107143
"14075",159962
"14076",282503
"14077",301480
"14078",129987
"14079",286208
"14080",140825
"14081",151889
"14082",171867
"14083",169057
"14084",159064
"14085",141332
"14086",171093
"14087",107409
"14088",161258
"14089",158340
"14090",287625
"14091",174705
"14092",111295
"14093",154127
"14094",282189
"14095",136549
"14096",156816
"14097",299363
"14098",110812
"14099",106262
"14100",145795
"14101",311695
"14102",108182
"14103",285107
"14104",127372
"14105",283656
"14106",108905
"14107",170814
"14108",284720
"14109",282383
"14110",156791
"14111",107745
"14112",163086
"14113",283492
"14114",161230
"14115",309960
"14116",171242
"14117",159286
"14118",157006
"14119",306703
"14120",142438
"14121",300095
"14122",165252
"14123",307669
"14124",293856
"14125",173626
"14126",157753
"14127",291204
"14128",147625
"14129",313457
"14130",174419
"14131",108254
"14132",162858
"14133",291948
"14134",157144
"14135",286019
"14136",163427
"14137",170697
"14138",311272
"14139",157290
"14140",129436
"14141",127898
"14142",160128
"14143",290110
"14144",105439
"14145",299594
"14146",106228
"14147",154760
"14148",283270
"14149",139363
"14150",112319
"14151",311048
"14152",289850
"14153",145943
"14154",313938
"14155",121217
"14156",167104
"14157",311154
"14158",154219
"14159",118319
"14160",297962
"14161",291593
"14162",282406
"14163",167045
"14164",285154
"14165",164542
"14166",156863
"14167",140752
"14168",296925
"14169",161094
"14170",166459
"14171",290935
"14172",108138
"14173",137572
"14174",289423
"14175",300689
"14176",166919
"14177",307310
"14178",104976
"14179",153952
"14180",105192
"14181",105794
"14182",121289
"14183",160174
"14184",113606
"14185",124989
"14186",157542
"14187",150743
"14188",167094
"14189",111545
"14190",148519
"14191",147869
"14192",282959
"14193",135693
"14194",169525
"14195",111521
"14196",291809
"14197",109792
"14198",160068
"14199",147957
"14200",281039
"14201",161112
"14202",141278
"14203",109945
"14204",142659
"14205",169169
"14206",300774
"14207",291631
"14208",104599
"14209",168155
"14210",110600
"14211",111509
"14212",157778
"14213",121193
"14214",120607
"14215",107772
"14216",145025
"14217",169895
"14218",166359
"14219",166351
"14220",122056
"14221",165775
"14222",114626
"14223",129627
"14224",166910
"14225",314373
"14226",157127
"14227",164653
"14228",173227
"14229",126514
"14230",287652
"14231",118014
"14232",158420
"14233",117127
"14234",311273
"14235",169198
"14236",169730
"14237",295859
"14238",156896
"14239",160674
"14240",283340
"14241",317505
"14242",163818
"14243",282048
"14244",157579
"14245",283737
"14246",121747
"14247",283193
"14248",306237
"14249",325306
"14250",151464
"14251",152714
"14252",158270
"14253",138769
"14254",153748
"14255",158132
"14256",283312
"14257",159301
"14258",151495
"14259",292257
"14260",136054
"14261",109327
"14262",165269
"14263",128591
"14264",170882
"14265",297215
"14266",174969
"14267",277076
"14268",119833
"14269",132950
"14270",161504
"14271",290284
"14272",152154
"14273",125216
"14274",295907
"14275",109800
"14276",313109
"14277",111333
"14278",151956
"14279",305210
"14280",286437
"14281",105835
"14282",172536
"14283",300347
"14284",125291
"14285",140077
"14286",287719
"14287",168091
"14288",160779
"14289",160282
"14290",119969
"14291",300559
"14292",297000
"14293",117842
"14294",106040
"14295",174077
"14296",163345
"14297",140226
"14298",106898
"14299",304559
"14300",299782
"14301",150798
"14302",315480
"14303",105702
"14304",127746
"14305",301865
"14306",115119
"14307",269951
"14308",301715
"14309",156746
"14310",146344
"14311",121072
"14312",123761
"14313",312827
"14314",126524
"14315",158857
"14316",105255
"14317",282436
"14318",120511
"14319",125680
"14320",161079
"14321",152355
"14322",144620
"14323",283582
"14324",146448
"14325",160192
"14326",130687
"14327",108738
"14328",105917
"14329",171343
"14330",168779
"14331",152056
"14332",122693
"14333",158989
"14334",115969
"14335",158511
"14336",108678
"14337",155644
"14338",115472
"14339",307684
"14340",146587
"14341",110935
"14342",161853
"14343",108685
"14344",134508
"14345",112641
"14346",290404
"14347",130021
"14348",173719
"14349",135143
"14350",305500
"14351",284808
"14352",287714
"14353",159094
"14354",166721
"14355",304803
"14356",120533
"14357",312432
"14358",104749
"14359",295412
"14360",164325
"14361",105083
"14362",288336
"14363",114381
"14364",145216
"14365",167679
"14366",134436
"14367",306551
"14368",277156
"14369",104913
"14370",171048
"14371",311353
"14372",284787
"14373",107660
"14374",168872
"14375",135496
"14376",310768
"14377",281935
"14378",164832
"14379",170020
"14380",226665
"14381",104751
"14382",296504
"14383",310824
"14384",111379
"14385",171903
"14386",288129
"14387",161478
"14388",312788
"14389",167099
"14390",312908
"14391",291275
"14392",172658
"14393",165525
"14394",136463
"14395",117984
"14396",114951
"14397",114539
"14398",292470
"14399",314673
"14400",299786
"14401",137810
"14402",294459
"14403",159042
"14404",118979
"14405",104692
"14406",307517
"14407",109831
"14408",116359
"14409",171994
"14410",165561
"14411",109552
"14412",107310
"14413",112234
"14414",105899
"14415",289930
"14416",305411
"14417",157238
"14418",137716
"14419",114796
"14420",324761
"14421",157031
"14422",315545
"14423",132252
"14424",137065
"14425",110994
"14426",282377
"14427",311571
"14428",158248
"14429",210522
"14430",156013
"14431",105298
"14432",109604
"14433",314367
"14434",140959
"14435",168336
"14436",313210
"14437",138987
"14438",126520
"14439",137895
"14440",111556
"14441",133040
"14442",106454
"14443",105205
"14444",288445
"14445",298041
"14446",116186
"14447",127773
"14448",107861
"14449",148271
"14450",161803
"14451",301116
"14452",300130
"14453",165989
"14454",107003
"14455",308777
"14456",162220
"14457",162388
"14458",290214
"14459",118107
"14460",107991
"14461",114683
"14462",172685
"14463",289530
"14464",112379
"14465",304520
"14466",145399
"14467",152235
"14468",160224
"14469",157048
"14470",107927
"14471",164981
"14472",298166
"14473",112847
"14474",150703
"14475",311888
"14476",171466
"14477",161153
"14478",110459
"14479",134001
"14480",164766
"14481",169318
"14482",154302
"14483",158864
"14484",311318
"14485",304989
"14486",106647
"14487",148615
"14488",282147
"14489",315843
"14490",311146
"14491",129435
"14492",128474
"14493",106457
"14494",310223
"14495",291512
"14496",169056
"14497",119626
"14498",106110
"14499",168995
"14500",311748
"14501",171584
"14502",160833
"14503",308017
"14504",169471
"14505",310688
"14506",112235
"14507",133561
"14508",290778
"14509",104588
"14510",291076
"14511",283493
"14512",137083
"14513",298248
"14514",297538
"14515",109058
"14516",113683
"14517",156096
"14518",147532
"14519",126242
"14520",137070
"14521",114437
"14522",124600
"14523",111410
"14524",126246
"14525",156883
"14526",4138
"14527",288959
"14528",283521
"14529",161429
"14530",307201
"14531",282723
"14532",160961
"14533",284992
"14534",317016
"14535",167125
"14536",135405
"14537",158296
"14538",126411
"14539",284183
"14540",148779
"14541",287597
"14542",133623
"14543",157337
"14544",109004
"14545",133387
"14546",162264
"14547",309110
"14548",306604
"14549",289099
"14550",174321
"14551",182520
"14552",317860
"14553",175292
"14554",158941
"14555",126983
"14556",159002
"14557",143097
"14558",118923
"14559",143344
"14560",105278
"14561",105795
"14562",151794
"14563",160860
"14564",284367
"14565",128314
"14566",313310
"14567",145322
"14568",302098
"14569",309377
"14570",317387
"14571",155162
"14572",106768
"14573",127748
"14574",118623
"14575",129963
"14576",143002
"14577",108583
"14578",142982
"14579",304563
"14580",297755
"14581",167222
"14582",136029
"14583",154679
"14584",157274
"14585",108576
"14586",288640
"14587",109357
"14588",316015
"14589",235788
"14590",285525
"14591",116867
"14592",308156
"14593",282926
"14594",316137
"14595",106274
"14596",133046
"14597",147482
"14598",143128
"14599",146054
"14600",325285
"14601",111491
"14602",156776
"14603",156772
"14604",281221
"14605",155517
"14606",109022
"14607",107782
"14608",171534
"14609",111984
"14610",169306
"14611",299086
"14612",106679
"14613",173198
"14614",105606
"14615",159991
"14616",301421
"14617",106253
"14618",155405
"14619",312297
"14620",166330
"14621",165266
"14622",108705
"14623",105053
"14624",166834
"14625",112368
"14626",108092
"14627",125714
"14628",154169
"14629",153464
"14630",160659
"14631",307837
"14632",105270
"14633",173148
"14634",284079
"14635",134529
"14636",156596
"14637",173823
"14638",104732
"14639",161326
"14640",126343
"14641",120805
"14642",129972
"14643",174339
"14644",282931
"14645",149991
"14646",131243
"14647",159020
"14648",23940
"14649",300935
"14650",325292
"14651",107808
"14652",173876
"14653",309284
"14654",160505
"14655",306590
"14656",139741
"14657",10985
"14658",104929
"14659",112897
"14660",133417
"14661",291548
"14662",313892
"14663",107932
"14664",117196
"14665",283385
"14666",164538
"14667",170310
"14668",165713
"14669",126084
"14670",168333
"14671",148136
"14672",112500
"14673",134311
"14674",169642
"14675",119597
"14676",282586
"14677",114614
"14678",285518
"14679",118458
"14680",159031
"14681",152727
"14682",160851
"14683",162277
"14684",150484
"14685",116817
"14686",147076
"14687",158928
"14688",294042
"14689",110176
"14690",291821
"14691",290013
"14692",304668
"14693",143079
"14694",154998
"14695",170903
"14696",106379
"14697",310353
"14698",110565
"14699",156244
"14700",171473
"14701",145988
"14702",291783
"14703",159061
"14704",297648
"14705",147640
"14706",292864
"14707",283877
"14708",140443
"14709",300033
"14710",166303
"14711",281625
"14712",106832
"14713",108052
"14714",131395
"14715",119873
"14716",136612
"14717",309672
"14718",283872
"14719",284911
"14720",289338
"14721",161481
"14722",111782
"14723",106096
"14724",137158
"14725",140522
"14726",113859
"14727",156018
"14728",118291
"14729",153768
"14730",285427
"14731",149019
"14732",133950
"14733",129701
"14734",164232
"14735",164739
"14736",301066
"14737",107166
"14738",315753
"14739",158041
"14740",158783
"14741",296753
"14742",285052
"14743",153350
"14744",162297
"14745",166170
"14746",299523
"14747",304033
"14748",107238
"14749",108371
"14750",154172
"14751",140377
"14752",157029
"14753",161935
"14754",284980
"14755",122408
"14756",131416
"14757",154708
"14758",285042
"14759",111822
"14760",174457
"14761",286631
"14762",117863
"14763",307127
"14764",285024
"14765",173234
"14766",133408
"14767",157883
"14768",142654
"14769",152789
"14770",166286
"14771",114801
"14772",105978
"14773",110751
"14774",105159
"14775",148534
"14776",150212
"14777",126285
"14778",165244
"14779",155749
"14780",304294
"14781",307006
"14782",283846
"14783",122132
"14784",292058
"14785",312350
"14786",105906
"14787",305850
"14788",297284
"14789",317561
"14790",283679
"14791",171652
"14792",313075
"14793",105369
"14794",288616
"14795",160334
"14796",164841
"14797",136716
"14798",290909
"14799",170237
"14800",158281
"14801",109888
"14802",311098
"14803",282092
"14804",164091
"14805",282308
"14806",133009
"14807",167435
"14808",150555
"14809",131482
"14810",165810
"14811",161575
"14812",170245
"14813",293192
"14814",153198
"14815",167390
"14816",108390
"14817",298776
"14818",298327
"14819",133722
"14820",143567
"14821",109288
"14822",134155
"14823",144191
"14824",118433
"14825",110526
"14826",118614
"14827",129727
"14828",107208
"14829",109605
"14830",306333
"14831",315952
"14832",289067
"14833",144779
"14834",106339
"14835",289436
"14836",162720
"14837",285239
"14838",153865
"14839",165674
"14840",285435
"14841",164375
"14842",307598
"14843",309304
"14844",282871
"14845",156572
"14846",108690
"14847",288185
"14848",155623
"14849",123869
"14850",160004
"14851",170990
"14852",314618
"14853",161955
"14854",150144
"14855",174939
"14856",147608
"14857",323303
"14858",109650
"14859",166930
"14860",158378
"14861",108712
"14862",126869
"14863",164409
"14864",109668
"14865",312119
"14866",298331
"14867",137902
"14868",300640
"14869",116663
"14870",298297
"14871",123971
"14872",162969
"14873",156032
"14874",160404
"14875",118772
"14876",125668
"14877",172376
"14878",131304
"14879",287571
"14880",306753
"14881",285142
"14882",160021
"14883",111368
"14884",168772
"14885",107111
"14886",160286
"14887",35919
"14888",282278
"14889",170520
"14890",175156
"14891",161305
"14892",121982
"14893",106992
"14894",300811
"14895",112738
"14896",111616
"14897",107337
"14898",160331
"14899",317027
"14900",300208
"14901",15168
"14902",312557
"14903",304462
"14904",168695
"14905",118682
"14906",300807
"14907",158632
"14908",105157
"14909",287856
"14910",316518
"14911",281589
"14912",309937
"14913",314687
"14914",144884
"14915",309329
"14916",125838
"14917",104511
"14918",167686
"14919",118419
"14920",282353
"14921",108326
"14922",306796
"14923",281617
"14924",129194
"14925",285744
"14926",122478
"14927",140518
"14928",291897
"14929",130768
"14930",290652
"14931",174970
"14932",106618
"14933",150142
"14934",117054
"14935",290899
"14936",170483
"14937",118484
"14938",290302
"14939",169843
"14940",134351
"14941",157536
"14942",108767
"14943",105866
"14944",156885
"14945",111309
"14946",45287
"14947",106639
"14948",110422
"14949",166406
"14950",127270
"14951",113432
"14952",113586
"14953",123430
"14954",111748
"14955",126538
"14956",127606
"14957",155343
"14958",166806
"14959",154576
"14960",128974
"14961",146725
"14962",124947
"14963",147890
"14964",298930
"14965",116342
"14966",112305
"14967",156226
"14968",105516
"14969",160081
"14970",117904
"14971",116936
"14972",109599
"14973",112112
"14974",283056
"14975",140498
"14976",111303
"14977",164273
"14978",118225
"14979",161697
"14980",133191
"14981",111594
"14982",112814
"14983",110952
"14984",286350
"14985",291738
"14986",106752
"14987",315941
"14988",155513
"14989",304666
"14990",157913
"14991",293796
"14992",283465
"14993",108619
"14994",304442
"14995",324983
"14996",132962
"14997",161788
"14998",285709
"14999",121560
"15000",157400
"15001",111750
"15002",116418
"15003",29087
"15004",152606
"15005",135810
"15006",142926
"15007",134911
"15008",146644
"15009",301768
"15010",172791
"15011",2440
"15012",172775
"15013",110612
"15014",290114
"15015",106380
"15016",292096
"15017",107129
"15018",149694
"15019",106099
"15020",153504
"15021",154186
"15022",135008
"15023",171653
"15024",109149
"15025",150646
"15026",152001
"15027",158034
"15028",154569
"15029",165183
"15030",121495
"15031",226768
"15032",108525
"15033",170028
"15034",168159
"15035",151343
"15036",109203
"15037",307258
"15038",106125
"15039",325302
"15040",131660
"15041",148267
"15042",156954
"15043",284290
"15044",165465
"15045",126286
"15046",161483
"15047",309942
"15048",145402
"15049",168892
"15050",111288
"15051",145250
"15052",132989
"15053",129167
"15054",308292
"15055",159614
"15056",151259
"15057",108653
"15058",111363
"15059",106109
"15060",139172
"15061",305550
"15062",156737
"15063",158016
"15064",284694
"15065",148180
"15066",162006
"15067",283638
"15068",304337
"15069",139505
"15070",139061
"15071",110361
"15072",112200
"15073",105193
"15074",298315
"15075",281186
"15076",156920
"15077",160830
"15078",104545
"15079",317528
"15080",159472
"15081",169309
"15082",160092
"15083",288426
"15084",125496
"15085",281831
"15086",113724
"15087",310168
"15088",113638
"15089",136174
"15090",311371
"15091",299404
"15092",283176
"15093",305263
"15094",269873
"15095",289335
"15096",305933
"15097",113091
"15098",156524
"15099",105237
"15100",168422
"15101",150508
"15102",166944
"15103",137927
"15104",297174
"15105",146740
"15106",156041
"15107",170095
"15108",316397
"15109",151335
"15110",146852
"15111",310461
"15112",114287
"15113",311144
"15114",109268
"15115",123802
"15116",151666
"15117",305162
"15118",152807
"15119",171420
"15120",159236
"15121",288229
"15122",108961
"15123",116959
"15124",300842
"15125",110762
"15126",116882
"15127",106093
"15128",155736
"15129",169616
"15130",159295
"15131",169112
"15132",170064
"15133",107113
"15134",107275
"15135",165699
"15136",156881
"15137",119174
"15138",107460
"15139",29278
"15140",175030
"15141",2002
"15142",160619
"15143",104635
"15144",295192
"15145",144442
"15146",304247
"15147",173129
"15148",112127
"15149",111964
"15150",167670
"15151",281109
"15152",108942
"15153",161490
"15154",160682
"15155",151518
"15156",155526
"15157",105138
"15158",128610
"15159",298667
"15160",157523
"15161",298496
"15162",287929
"15163",156612
"15164",312798
"15165",144082
"15166",183517
"15167",106159
"15168",288555
"15169",159536
"15170",165309
"15171",144948
"15172",141192
"15173",314411
"15174",107227
"15175",301968
"15176",149920
"15177",289551
"15178",304242
"15179",175505
"15180",226578
"15181",316905
"15182",291980
"15183",168321
"15184",120410
"15185",171291
"15186",106492
"15187",316522
"15188",109040
"15189",170404
"15190",105182
"15191",110638
"15192",107833
"15193",118130
"15194",169795
"15195",166321
"15196",149476
"15197",105123
"15198",121628
"15199",290348
"15200",284977
"15201",175137
"15202",173662
"15203",108894
"15204",155286
"15205",172640
"15206",299686
"15207",138600
"15208",136535
"15209",130819
"15210",161953
"15211",161372
"15212",167645
"15213",156679
"15214",153594
"15215",299508
"15216",151461
"15217",283878
"15218",284304
"15219",106548
"15220",169288
"15221",226774
"15222",126044
"15223",139303
"15224",168315
"15225",133402
"15226",163495
"15227",283118
"15228",160700
"15229",127471
"15230",137931
"15231",109473
"15232",137705
"15233",109361
"15234",168760
"15235",300968
"15236",125801
"15237",128580
"15238",172766
"15239",298984
"15240",311337
"15241",135065
"15242",308929
"15243",153048
"15244",287896
"15245",158267
"15246",163076
"15247",149745
"15248",162206
"15249",120371
"15250",311782
"15251",111081
"15252",149092
"15253",166571
"15254",118442
"15255",120780
"15256",317722
"15257",299739
"15258",130070
"15259",116344
"15260",324188
"15261",299856
"15262",120742
"15263",154872
"15264",110309
"15265",154900
"15266",299598
"15267",107114
"15268",162500
"15269",290055
"15270",315368
"15271",111456
"15272",108567
"15273",151901
"15274",106654
"15275",283607
"15276",226718
"15277",292433
"15278",297431
"15279",132887
"15280",158106
"15281",157604
"15282",289163
"15283",137883
"15284",106165
"15285",126572
"15286",161068
"15287",226613
"15288",305501
"15289",158158
"15290",169196
"15291",167311
"15292",169266
"15293",107980
"15294",299914
"15295",108674
"15296",295180
"15297",106199
"15298",162400
"15299",316739
"15300",122659
"15301",288050
"15302",160933
"15303",170667
"15304",306981
"15305",32338
"15306",109452
"15307",289136
"15308",151638
"15309",165448
"15310",141974
"15311",153913
"15312",108835
"15313",157508
"15314",110480
"15315",172835
"15316",155306
"15317",106627
"15318",115384
"15319",295954
"15320",158854
"15321",161042
"15322",157349
"15323",281154
"15324",317225
"15325",282408
"15326",135829
"15327",165941
"15328",174083
"15329",297775
"15330",161661
"15331",126805
"15332",159393
"15333",288075
"15334",167385
"15335",109115
"15336",300710
"15337",286319
"15338",106688
"15339",111277
"15340",109590
"15341",109416
"15342",172511
"15343",148343
"15344",105609
"15345",318780
"15346",298872
"15347",325534
"15348",105047
"15349",16365
"15350",104885
"15351",157934
"15352",147086
"15353",297844
"15354",173787
"15355",170864
"15356",163730
"15357",150614
"15358",299402
"15359",174027
"15360",309209
"15361",311912
"15362",111079
"15363",161394
"15364",302077
"15365",156239
"15366",141605
"15367",147108
"15368",126825
"15369",138537
"15370",283853
"15371",107785
"15372",165441
"15373",285195
"15374",288841
"15375",308500
"15376",141570
"15377",109432
"15378",157864
"15379",120936
"15380",282373
"15381",304142
"15382",135952
"15383",168398
"15384",298088
"15385",174350
"15386",315804
"15387",161278
"15388",283261
"15389",317767
"15390",117268
"15391",325262
"15392",177523
"15393",134080
"15394",290180
"15395",169172
"15396",147963
"15397",143654
"15398",107823
"15399",147221
"15400",290365
"15401",286182
"15402",105849
"15403",295905
"15404",169959
"15405",298723
"15406",109720
"15407",156458
"15408",167665
"15409",125109
"15410",125183
"15411",143519
"15412",293127
"15413",162096
"15414",161723
"15415",141250
"15416",174178
"15417",283612
"15418",104068
"15419",175300
"15420",307858
"15421",155703
"15422",155254
"15423",289398
"15424",286538
"15425",290142
"15426",105130
"15427",172749
"15428",158216
"15429",166761
"15430",150046
"15431",35971
"15432",157329
"15433",104574
"15434",111578
"15435",161009
"15436",150683
"15437",308447
"15438",174119
"15439",299154
"15440",289000
"15441",109660
"15442",145772
"15443",161041
"15444",172538
"15445",140214
"15446",155613
"15447",2903
"15448",300443
"15449",147025
"15450",157284
"15451",105960
"15452",165897
"15453",161197
"15454",138933
"15455",165738
"15456",163548
"15457",137926
"15458",281555
"15459",125780
"15460",145475
"15461",105472
"15462",297816
"15463",109479
"15464",169825
"15465",105597
"15466",105972
"15467",106830
"15468",313593
"15469",285390
"15470",161568
"15471",114671
"15472",156698
"15473",306808
"15474",159012
"15475",125071
"15476",107344
"15477",106278
"15478",120358
"15479",300795
"15480",291331
"15481",112109
"15482",306377
"15483",164519
"15484",134217
"15485",172465
"15486",113641
"15487",290173
"15488",119442
"15489",151749
"15490",311572
"15491",112802
"15492",298728
"15493",115699
"15494",325575
"15495",125903
"15496",127526
"15497",127990
"15498",131854
"15499",166769
"15500",175002
"15501",105879
"15502",136373
"15503",109537
"15504",110338
"15505",111779
"15506",291405
"15507",161957
"15508",126641
"15509",150123
"15510",145769
"15511",297839
"15512",167937
"15513",165754
"15514",282043
"15515",150652
"15516",128012
"15517",281785
"15518",112487
"15519",128718
"15520",133442
"15521",142618
"15522",153113
"15523",299053
"15524",163917
"15525",141893
"15526",134875
"15527",108801
"15528",113051
"15529",296896
"15530",312215
"15531",144422
"15532",131018
"15533",165500
"15534",170459
"15535",135434
"15536",289088
"15537",146655
"15538",160123
"15539",107273
"15540",285814
"15541",107175
"15542",145777
"15543",162895
"15544",159764
"15545",158122
"15546",148338
"15547",105898
"15548",141634
"15549",147246
"15550",146162
"15551",171221
"15552",289463
"15553",281741
"15554",124777
"15555",282595
"15556",104567
"15557",285191
"15558",136302
"15559",107291
"15560",117474
"15561",308969
"15562",149713
"15563",283276
"15564",108526
"15565",284237
"15566",309932
"15567",158744
"15568",158213
"15569",159822
"15570",174034
"15571",155606
"15572",132519
"15573",171266
"15574",287638
"15575",289122
"15576",156157
"15577",297496
"15578",151318
"15579",281263
"15580",311281
"15581",105951
"15582",14559
"15583",14829
"15584",122092
"15585",166464
"15586",156660
"15587",112772
"15588",141573
"15589",110933
"15590",167491
"15591",287857
"15592",155312
"15593",285919
"15594",165607
"15595",166539
"15596",107347
"15597",305196
"15598",288749
"15599",108344
"15600",288434
"15601",283564
"15602",167947
"15603",161163
"15604",153175
"15605",282602
"15606",159747
"15607",168865
"15608",316590
"15609",117011
"15610",166178
"15611",291770
"15612",107878
"15613",156667
"15614",167088
"15615",146254
"15616",284148
"15617",122867
"15618",104826
"15619",166743
"15620",306357
"15621",124281
"15622",313748
"15623",157822
"15624",110091
"15625",107497
"15626",169245
"15627",111925
"15628",117892
"15629",226608
"15630",304928
"15631",158133
"15632",307493
"15633",131511
"15634",109934
"15635",109930
"15636",307569
"15637",155845
"15638",314990
"15639",291599
"15640",284231
"15641",116556
"15642",301764
"15643",107314
"15644",285739
"15645",110410
"15646",113209
"15647",105088
"15648",117064
"15649",114097
"15650",104566
"15651",298368
"15652",145492
"15653",310042
"15654",312459
"15655",111282
"15656",161754
"15657",168255
"15658",169582
"15659",297057
"15660",155810
"15661",160815
"15662",111731
"15663",150416
"15664",312915
"15665",160057
"15666",172534
"15667",134227
"15668",151173
"15669",150202
"15670",149487
"15671",160013
"15672",149002
"15673",283127
"15674",106542
"15675",306601
"15676",317431
"15677",122966
"15678",159852
"15679",166422
"15680",156602
"15681",110043
"15682",281328
"15683",123741
"15684",146451
"15685",14143
"15686",167834
"15687",173301
"15688",121703
"15689",1249
"15690",159473
"15691",157271
"15692",282542
"15693",287835
"15694",132955
"15695",289857
